,State,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",Economic_typology_2015,POP_ESTIMATE_2014,R_birth_2014,R_death_2014,R_INTERNATIONAL_MIG_2014,R_DOMESTIC_MIG_2014,Civilian_labor_force_2014,Unemployment_rate_2014,Median_Household_Income_2014,PCTPOVALL_2014
676,IL,7.0,9.0,0.25,0.049,0.040999999999999995,0.34,0.098,0.061,0.33399999999999996,0.21,0.087,0.34700000000000003,0.305,0.1,0.3485733929185287,0.3901684427638364,0.12452732897903061,0.0,16515,0.012019811549000002,0.013529838124999999,0.00036240637840000004,-0.0033220584680000004,7688.0,0.065,46839.0,0.149
1467,MS,7.0,9.0,0.193,0.067,0.057999999999999996,0.29100000000000004,0.083,0.08,0.308,0.149,0.099,0.376,0.218,0.096,0.3873981792045999,0.2878533780546239,0.110924772400575,3.0,12272,0.012924727687,0.011461550967,0.0,-0.0061778572589999995,4932.0,0.09300000000000001,34494.0,0.23399999999999999
460,GA,5.0,8.0,0.18,0.064,0.051,0.262,0.09699999999999999,0.098,0.336,0.155,0.12,0.371,0.188,0.14400000000000002,0.4392963719177007,0.22396733155332185,0.1450918800062824,4.0,47777,0.012999226734,0.011598988485,0.0003134861753,-0.004117118435,19036.0,0.092,35807.0,0.254
3054,WI,6.0,6.0,0.327,0.052000000000000005,0.046,0.423,0.11,0.08,0.42,0.18100000000000002,0.08800000000000001,0.41700000000000004,0.26,0.113,0.42777163395078793,0.29720763063312133,0.13899640586121095,0.0,20631,0.01228572816,0.010197639974999999,9.712038070000001e-05,0.0018452872334999999,10221.0,0.059000000000000004,47985.0,0.14
2637,TX,9.0,8.0,0.132,0.039,0.06,0.132,0.040999999999999995,0.166,0.253,0.1,0.078,0.218,0.157,0.203,0.30952380952380953,0.22619047619047625,0.14285714285714285,2.0,412,0.0047732696897,0.0,0.011933174224000002,-0.06682577566,339.0,0.028999999999999998,38451.0,0.179
2233,PA,6.0,6.0,0.353,0.054000000000000006,0.040999999999999995,0.445,0.07,0.065,0.483,0.124,0.078,0.507,0.17300000000000001,0.102,0.4994628216002262,0.2208934124964659,0.13669776646875886,0.0,48939,0.0098109205132,0.010810369796,0.00016317539319999998,-0.0018969139450000002,24244.0,0.066,46890.0,0.136
1142,LA,1.0,1.0,0.324,0.064,0.037000000000000005,0.42,0.099,0.057,0.392,0.207,0.073,0.379,0.262,0.08900000000000001,0.42485936244307526,0.2685698978225097,0.12548314262753052,0.0,44462,0.015613797499,0.007647574285,0.0007966223214,0.013565340100999999,19293.0,0.07,45615.0,0.179
1997,ND,9.0,10.0,0.247,0.12300000000000001,0.052000000000000005,0.295,0.175,0.1,0.308,0.23199999999999998,0.124,0.33799999999999997,0.276,0.139,0.31155115511551157,0.3435643564356436,0.2207920792079208,1.0,4111,0.012638230648000001,0.010207801677,0.0,-0.003888686353,2266.0,0.024,53721.0,0.09699999999999999
2458,TN,2.0,2.0,0.28600000000000003,0.11,0.114,0.313,0.14300000000000002,0.188,0.275,0.23199999999999998,0.239,0.272,0.263,0.29,0.26196389960861594,0.29170772094041664,0.3451227522785122,0.0,448617,0.011534666163,0.009332573166900001,0.0014740358003,0.006259051711100001,226533.0,0.054000000000000006,47199.0,0.177
2346,SC,1.0,1.0,0.182,0.076,0.08,0.257,0.136,0.132,0.272,0.235,0.16899999999999998,0.285,0.278,0.209,0.2809192758473645,0.30908938193753466,0.2856552134079368,0.0,245124,0.012154315215000001,0.0080340684134,0.0009000138304999999,0.017884678503,122270.0,0.063,54196.0,0.146
2476,TN,2.0,2.0,0.222,0.032,0.03,0.319,0.047,0.039,0.382,0.14800000000000002,0.037000000000000005,0.409,0.168,0.06,0.5183512868477069,0.21131393923756694,0.07276011094626847,4.0,21757,0.0088805043022,0.010721023328999999,4.60129757e-05,0.0045552845903,7807.0,0.087,36390.0,0.23399999999999999
96,AZ,4.0,5.0,0.223,0.121,0.091,0.252,0.157,0.132,0.255,0.209,0.10800000000000001,0.228,0.22699999999999998,0.152,0.2593791986770937,0.25180004823095736,0.22003651772487678,4.0,46661,0.013542188715999999,0.0062486004628,0.0018980390484,-0.019641505209999997,20267.0,0.129,37465.0,0.23600000000000002
2169,OK,6.0,4.0,0.22399999999999998,0.059000000000000004,0.053,0.299,0.094,0.071,0.36200000000000004,0.162,0.08199999999999999,0.397,0.205,0.092,0.37878060489678345,0.3085693710993759,0.10513682189150264,1.0,12194,0.012260411132,0.010707425722,0.0002452082226,-0.008418815644,4451.0,0.06,34172.0,0.25
718,IN,4.0,5.0,0.36200000000000004,0.062,0.053,0.44,0.084,0.07400000000000001,0.43799999999999994,0.168,0.087,0.467,0.217,0.115,0.4699324208431958,0.2570409248396281,0.14397447771946073,3.0,43803,0.013697218182,0.01060503682,0.0027027955610000004,0.0010994422620999999,21325.0,0.05,48368.0,0.149
683,IN,6.0,5.0,0.413,0.063,0.042,0.474,0.105,0.085,0.452,0.185,0.107,0.45,0.243,0.107,0.4301662594029993,0.2591155191413923,0.14905850222797187,3.0,34756,0.019761764155,0.0082100623677,0.00034568683649999996,-0.009362351823,16421.0,0.046,50172.0,0.154
2374,SD,9.0,10.0,0.29600000000000004,0.121,0.048,0.345,0.154,0.07400000000000001,0.359,0.223,0.11199999999999999,0.42700000000000005,0.243,0.128,0.4092517006802722,0.29823129251700675,0.19292517006802717,1.0,5998,0.021593572146,0.008369601607,0.0006695681286000001,-0.005189152996,3140.0,0.034,53944.0,0.10400000000000001
2732,TX,3.0,2.0,0.253,0.132,0.10099999999999999,0.28,0.171,0.147,0.27,0.27,0.17,0.28600000000000003,0.282,0.195,0.3141701534170153,0.300278940027894,0.21485355648535567,0.0,116881,0.013448698262999999,0.0089542968548,0.0015441417505000002,0.010714100861000001,54661.0,0.04,45261.0,0.156
1978,ND,9.0,10.0,0.154,0.098,0.048,0.331,0.177,0.105,0.33299999999999996,0.256,0.126,0.32,0.27,0.188,0.3925233644859813,0.31931464174454827,0.1947040498442368,1.0,910,0.018847006652000002,0.0011086474501000002,0.008869179600900001,-0.008869179601000001,492.0,0.027999999999999997,75096.0,0.077
1696,NE,9.0,8.0,0.353,0.068,0.057999999999999996,0.461,0.177,0.105,0.392,0.303,0.134,0.38,0.424,0.105,0.3016194331983806,0.4129554655870445,0.20445344129554652,1.0,752,0.018481848185,0.006600660066,0.0,-0.03168316832,496.0,0.03,50761.0,0.094
2361,SD,9.0,12.0,0.24600000000000002,0.094,0.034,0.315,0.11800000000000001,0.079,0.33399999999999996,0.19399999999999998,0.105,0.379,0.268,0.113,0.35253356431355565,0.33694239930705927,0.14118666089216114,1.0,4195,0.022327790974000002,0.009026128266000001,0.0007125890736,-0.02470308789,1497.0,0.059000000000000004,31420.0,0.386
981,KY,6.0,3.0,0.285,0.044000000000000004,0.053,0.342,0.08900000000000001,0.073,0.382,0.187,0.099,0.43,0.254,0.12,0.4071839868384973,0.2837263504250069,0.18350699204825888,3.0,21886,0.012059241598,0.0088954101518,9.17052593e-05,0.0037140630014999994,11426.0,0.052000000000000005,54331.0,0.113
2889,VA,1.0,1.0,0.29100000000000004,0.07200000000000001,0.073,0.364,0.13699999999999998,0.15,0.32799999999999996,0.265,0.21600000000000003,0.28,0.31,0.29600000000000004,0.24334895479316468,0.3179861434073863,0.3707175139221789,4.0,140047,0.012633509119999999,0.0049884313151999995,0.0026566464891,0.011088611432999999,66931.0,0.053,92647.0,0.059000000000000004
2869,VA,6.0,4.0,0.205,0.065,0.063,0.28,0.111,0.11199999999999999,0.313,0.18600000000000003,0.161,0.34,0.22699999999999998,0.185,0.3421370045335441,0.28253545730566076,0.23952917689140293,0.0,34978,0.010723937668999999,0.008711402449500001,0.0021275372318999997,0.0078488873555,16239.0,0.053,59282.0,0.107
2312,SC,1.0,1.0,0.152,0.055,0.064,0.23800000000000002,0.092,0.086,0.33,0.14800000000000002,0.091,0.361,0.215,0.096,0.392080010812272,0.26472045771951164,0.13024282560706404,3.0,32349,0.011291091729,0.014090790223,-9.229775300000001e-05,-0.0062454812560000005,13389.0,0.096,37537.0,0.225
1884,NC,2.0,2.0,0.21,0.045,0.04,0.312,0.12300000000000001,0.08,0.33299999999999996,0.251,0.107,0.332,0.29,0.161,0.27860435264601197,0.33117451426570965,0.2540988389054204,5.0,118919,0.0086125218727,0.011309803252,0.0005036063335,0.028295847381999997,47618.0,0.079,47387.0,0.157
2829,VA,9.0,8.0,0.129,0.040999999999999995,0.031,0.239,0.051,0.045,0.28300000000000003,0.128,0.06,0.349,0.17300000000000001,0.067,0.3494920691498842,0.27428265906255567,0.10194261272500446,2.0,15306,0.010141394442,0.012221680481,0.0001950268162,-0.007411019015,5217.0,0.102,32103.0,0.213
2534,TX,1.0,1.0,0.18600000000000003,0.067,0.065,0.24600000000000002,0.11599999999999999,0.11,0.297,0.19699999999999998,0.109,0.348,0.233,0.133,0.35060329365726395,0.2748654818196641,0.15632643078428177,0.0,39797,0.011842105262999999,0.007717611336,0.0006578947368,0.0089068825911,17239.0,0.052000000000000005,47227.0,0.16
689,IN,1.0,1.0,0.295,0.09,0.084,0.377,0.146,0.14300000000000002,0.40700000000000003,0.205,0.152,0.389,0.263,0.185,0.37645361939962135,0.2892815288920941,0.21175516091228702,5.0,14932,0.008344180768300001,0.010413537599,-6.6753446e-05,-0.004338974,7360.0,0.06,52582.0,0.129
1013,KY,7.0,9.0,0.203,0.043,0.033,0.299,0.04,0.063,0.33399999999999996,0.11699999999999999,0.087,0.379,0.19699999999999998,0.08800000000000001,0.3838568669309749,0.27315238385686696,0.1086713428890922,1.0,14510,0.013767467474000001,0.012184208715,0.0,-0.003579541543,6368.0,0.077,35878.0,0.193
1176,ME,6.0,6.0,0.355,0.095,0.067,0.39899999999999997,0.134,0.139,0.405,0.201,0.168,0.38799999999999996,0.23399999999999999,0.223,0.3526411527624211,0.27659878018332923,0.2896529585904341,5.0,39025,0.0090518622989,0.010000641067,0.0016411308416999998,7.692800820000001e-05,20807.0,0.06,46598.0,0.15
665,IL,7.0,9.0,0.35600000000000004,0.09,0.053,0.435,0.094,0.079,0.424,0.162,0.107,0.462,0.257,0.11699999999999999,0.37562051847766137,0.32083103511674943,0.17797389225960653,2.0,7238,0.006438356164400001,0.011095890410999999,0.0,-0.014794520549999999,3465.0,0.066,47092.0,0.132
950,KS,9.0,12.0,0.361,0.10800000000000001,0.08,0.371,0.174,0.127,0.39,0.27,0.14400000000000002,0.345,0.342,0.159,0.30973000509424353,0.37748344370860926,0.23841059602649012,1.0,2555,0.0073901205757,0.013224426292999998,0.00038895371450000006,-0.008168028005,1518.0,0.025,44932.0,0.11800000000000001
387,GA,3.0,2.0,0.149,0.065,0.051,0.245,0.07400000000000001,0.075,0.36,0.136,0.091,0.371,0.191,0.113,0.3704081632653061,0.29063079777365486,0.11066790352504638,1.0,15421,0.012754444731,0.012561195567999998,0.0007085802628,-0.01365627416,6633.0,0.07200000000000001,32903.0,0.28800000000000003
678,IL,4.0,5.0,0.35,0.081,0.062,0.41,0.126,0.087,0.389,0.245,0.099,0.37799999999999995,0.307,0.113,0.3629297159048168,0.34851182267245057,0.16571801108297188,3.0,57084,0.011280296150999998,0.010704058113,0.0002619263812,-0.006705315359,28652.0,0.069,49895.0,0.122
1847,NY,1.0,1.0,0.353,0.124,0.105,0.385,0.17,0.154,0.33799999999999997,0.27699999999999997,0.195,0.316,0.311,0.247,0.2868067562175821,0.3123420667641973,0.31595956909163453,0.0,109583,0.0094313326784,0.0096232493317,0.0014348054559,0.0017455276566,54889.0,0.052000000000000005,58473.0,0.115
1405,MS,9.0,10.0,0.215,0.071,0.046,0.321,0.102,0.061,0.324,0.183,0.07400000000000001,0.33799999999999997,0.23199999999999998,0.105,0.38598422307833424,0.2658227848101265,0.16712529811043847,0.0,7786,0.008168996107,0.009955964005400001,0.0,-0.01097708852,2912.0,0.084,36544.0,0.205
497,GA,6.0,6.0,0.09,0.053,0.05,0.252,0.08900000000000001,0.07400000000000001,0.374,0.129,0.086,0.386,0.18100000000000002,0.102,0.42987517046050555,0.2501835728521976,0.1302842756739746,3.0,14074,0.01244783931,0.011811302072,0.0003536317986,-0.00997241672,5362.0,0.1,34012.0,0.262
183,CA,2.0,2.0,0.28,0.145,0.102,0.285,0.2,0.152,0.217,0.276,0.16899999999999998,0.21100000000000002,0.289,0.175,0.22661664664444078,0.31077397158028675,0.19479552449938517,0.0,964983,0.016617019061,0.0070450994688000005,0.0022549734403,-0.00140089574,440789.0,0.11599999999999999,43338.0,0.275
1773,NJ,1.0,1.0,0.348,0.124,0.19899999999999998,0.349,0.16699999999999998,0.28600000000000003,0.272,0.231,0.36700000000000005,0.24,0.225,0.441,0.22751153812661468,0.20306232039708566,0.5055673275086354,0.0,499236,0.0093398029466,0.007380487785299999,0.0049924472207,-0.006428877661000001,262018.0,0.05,100511.0,0.05
137,AR,7.0,9.0,0.11900000000000001,0.038,0.046,0.177,0.071,0.071,0.22399999999999998,0.14300000000000002,0.07400000000000001,0.29600000000000004,0.193,0.073,0.40584878744650493,0.212981455064194,0.0644793152639087,1.0,9787,0.010832152258,0.009212391172300001,0.00010123506779999999,-0.022069244789999998,3224.0,0.077,28006.0,0.39299999999999996
328,FL,3.0,2.0,0.302,0.064,0.057,0.425,0.09300000000000001,0.068,0.369,0.204,0.092,0.371,0.253,0.10099999999999999,0.3549042859562935,0.2948500762324242,0.14670506522107404,4.0,15932,0.0080701090726,0.009394111342300001,0.0003152386356,0.0090788727066,6139.0,0.061,38419.0,0.231
1937,NC,4.0,5.0,0.21899999999999997,0.09,0.08,0.272,0.157,0.154,0.273,0.27,0.19899999999999998,0.259,0.299,0.268,0.25715728428687284,0.32252536226340034,0.32018423025721854,5.0,93066,0.010799978335,0.011839896008,0.0007907707307,0.016075394030999998,38143.0,0.061,51650.0,0.155
2232,PA,1.0,1.0,0.369,0.065,0.062,0.44799999999999995,0.106,0.094,0.424,0.205,0.11900000000000001,0.424,0.254,0.158,0.3949828683308861,0.2929189100995268,0.22595855767661932,0.0,169338,0.0099466721664,0.012203529654000001,0.0003181992281,-0.0014318965259999998,85861.0,0.065,51041.0,0.11699999999999999
470,GA,3.0,2.0,0.155,0.05,0.027000000000000003,0.265,0.086,0.075,0.371,0.129,0.09699999999999999,0.408,0.191,0.109,0.39457549620700405,0.2613530084173335,0.14849838927569364,0.0,28388,0.012693586025999999,0.011102468000999998,0.0010607453504000001,0.0049147867902,12698.0,0.066,45557.0,0.19699999999999998
492,GA,7.0,10.0,0.155,0.067,0.07200000000000001,0.244,0.105,0.114,0.33899999999999997,0.17300000000000001,0.11599999999999999,0.35,0.22699999999999998,0.17600000000000002,0.3451688009313155,0.2565275236986529,0.25785797438882424,5.0,16230,0.009797880207,0.012324377619000002,0.0007394626570999999,0.0020335223071000002,6553.0,0.08199999999999999,38449.0,0.20600000000000002
1605,MT,9.0,8.0,0.285,0.10300000000000001,0.078,0.39299999999999996,0.157,0.17800000000000002,0.33399999999999996,0.27,0.20800000000000002,0.312,0.313,0.27699999999999997,0.29797796343382976,0.3151713282479719,0.3350284538079671,0.0,11552,0.0066814178489,0.007635906113099999,0.0002603149811,0.005640157924400001,5668.0,0.046,61575.0,0.10400000000000001
1373,MN,5.0,8.0,0.365,0.09699999999999999,0.085,0.40700000000000003,0.149,0.136,0.385,0.249,0.16,0.359,0.305,0.201,0.3598094377592509,0.30954043287198646,0.2479773296644625,3.0,36600,0.013616065313,0.0081367633763,0.0009862743485999999,-0.001561601052,21373.0,0.038,57850.0,0.109
321,FL,1.0,1.0,0.32299999999999995,0.10400000000000001,0.08900000000000001,0.35700000000000004,0.171,0.14,0.309,0.276,0.184,0.29100000000000004,0.317,0.21899999999999997,0.288560246101883,0.33065088636514534,0.2646889082208175,0.0,899353,0.014207535904,0.0089113282546,0.004150113686,0.0035166281556999997,461159.0,0.067,46013.0,0.182
2430,TN,1.0,1.0,0.28800000000000003,0.099,0.121,0.316,0.15,0.195,0.26899999999999996,0.24600000000000002,0.244,0.24600000000000002,0.264,0.305,0.24163507499587933,0.2578223723971211,0.36473957474864016,0.0,669094,0.015084432173,0.0077589983455,0.004779747719599999,0.0026119251318,357431.0,0.05,48195.0,0.19899999999999998
1488,MO,6.0,6.0,0.281,0.065,0.051,0.379,0.079,0.063,0.41,0.154,0.076,0.439,0.20199999999999999,0.1,0.4163755907129649,0.2697760427367989,0.14290117115266074,0.0,13933,0.012059435790999998,0.013423300552999999,0.0,0.0012920824061,5871.0,0.064,33631.0,0.214
2819,VA,2.0,2.0,0.26899999999999996,0.08900000000000001,0.07200000000000001,0.28600000000000003,0.126,0.09699999999999999,0.305,0.22699999999999998,0.129,0.33399999999999996,0.255,0.146,0.36011492751730445,0.29037482042575424,0.18858560794044663,0.0,55101,0.0093134718553,0.0090774579487,0.0003086335703,0.0007443515518000001,26733.0,0.054000000000000006,46663.0,0.145
3073,WI,1.0,1.0,0.349,0.126,0.155,0.381,0.17600000000000002,0.23800000000000002,0.29600000000000004,0.276,0.297,0.242,0.29100000000000004,0.386,0.22378844361602984,0.2744641192917055,0.4639362268672613,3.0,87566,0.0091697957688,0.0074983972890999995,0.0009501785878,0.0019919406539,48010.0,0.042,77364.0,0.05
1758,NH,1.0,1.0,0.32299999999999995,0.102,0.106,0.37200000000000005,0.152,0.17600000000000002,0.32799999999999996,0.253,0.217,0.304,0.295,0.264,0.2872906724783627,0.29827527899898554,0.3319931361865755,4.0,126191,0.0099157085069,0.008194009923699999,0.0014347488193,0.0084171930734,70460.0,0.04,58577.0,0.11800000000000001
2709,TX,9.0,10.0,0.174,0.053,0.055,0.21899999999999997,0.08199999999999999,0.081,0.341,0.14800000000000002,0.083,0.386,0.19399999999999998,0.11800000000000001,0.428526890101325,0.2512860483242401,0.09992205767731877,0.0,8584,0.011093136122,0.013057545644000001,0.0,-0.01363531315,2826.0,0.096,32826.0,0.239
1775,NJ,1.0,1.0,0.284,0.073,0.084,0.336,0.109,0.138,0.322,0.179,0.187,0.312,0.209,0.212,0.34604523205111076,0.21644338098650573,0.2622979193742333,0.0,509913,0.013928083124,0.0071714392713,0.008225137585299998,-0.010246036589999999,248298.0,0.08199999999999999,58030.0,0.182
1606,MT,8.0,7.0,0.314,0.22899999999999998,0.091,0.363,0.221,0.161,0.337,0.268,0.198,0.304,0.337,0.23600000000000002,0.3428005284015852,0.2741083223249669,0.32100396301188916,1.0,1991,0.0074943792155999995,0.0069947539345,0.0,-0.01698725956,973.0,0.042,43272.0,0.146
1825,NY,6.0,6.0,0.342,0.121,0.086,0.377,0.149,0.11800000000000001,0.382,0.226,0.132,0.374,0.259,0.166,0.3857540978694075,0.2839591261874082,0.20478858889454923,3.0,46597,0.0078739315096,0.011447155862999998,0.0006846896965000001,-0.002096862196,20071.0,0.066,45860.0,0.14400000000000002
1419,MS,8.0,7.0,0.217,0.078,0.07400000000000001,0.255,0.107,0.079,0.317,0.168,0.08900000000000001,0.349,0.212,0.10400000000000001,0.3706813819577735,0.2555182341650672,0.14659309021113243,0.0,11837,0.01219153319,0.012275612730000001,0.0,-0.009248749317,4117.0,0.10099999999999999,28271.0,0.298
858,IA,7.0,11.0,0.273,0.095,0.071,0.34,0.131,0.12,0.34700000000000003,0.226,0.14400000000000002,0.336,0.26899999999999996,0.198,0.3257516211436432,0.31125957948516414,0.24891923757123213,3.0,34699,0.014762812735,0.007078060900199999,0.0027445542266000007,-0.005546888542,20128.0,0.028999999999999998,60205.0,0.075
2108,OH,6.0,5.0,0.433,0.08800000000000001,0.054000000000000006,0.517,0.11199999999999999,0.075,0.51,0.188,0.09300000000000001,0.517,0.23,0.12,0.4841476489508347,0.2706386889263287,0.1543370602950937,3.0,28442,0.012089901067000001,0.011633015271,0.0004920308574,-0.001054351837,14406.0,0.049,49565.0,0.10099999999999999
2542,TX,1.0,1.0,0.222,0.091,0.064,0.319,0.156,0.1,0.295,0.27,0.115,0.325,0.324,0.121,0.31252686785315104,0.33892184678875426,0.18846186914280808,3.0,38132,0.012073449025999999,0.006713368359600001,0.0009287268482,0.017274319376,17840.0,0.057999999999999996,77281.0,0.107
2563,TX,1.0,1.0,0.27899999999999997,0.14,0.145,0.298,0.196,0.218,0.235,0.273,0.263,0.217,0.263,0.27,0.23178838453174022,0.2575759541796533,0.2873153211135361,0.0,2519625,0.015617913910999998,0.0062408523903999995,0.0053945673937,-0.000754783928,1250809.0,0.054000000000000006,50118.0,0.193
790,IA,6.0,6.0,0.38799999999999996,0.115,0.068,0.451,0.14400000000000002,0.106,0.426,0.24,0.128,0.419,0.29600000000000004,0.163,0.37546758104738154,0.3371259351620948,0.20791770573566087,0.0,18380,0.010239930280999999,0.009967591710000001,0.000217870857,0.0023421117133,10921.0,0.038,61423.0,0.079
2076,OH,1.0,1.0,0.34,0.073,0.046,0.429,0.10300000000000001,0.07400000000000001,0.40299999999999997,0.20199999999999999,0.09,0.41700000000000004,0.243,0.13,0.40436741997481607,0.29581151832460734,0.15710119954934057,0.0,43937,0.00995698308,0.008236306280499999,0.0011241755090000002,0.013421279036,20461.0,0.047,52996.0,0.126
2832,VA,1.0,1.0,0.314,0.171,0.303,0.261,0.207,0.418,0.17,0.254,0.49,0.139,0.221,0.5479999999999999,0.1318464750788768,0.1943314077948083,0.5924330946719449,0.0,1139045,0.012982312797,0.004570766181600001,0.010296317046,-0.01582837771,622185.0,0.042,110507.0,0.067
2922,VA,1.0,1.0,0.204,0.086,0.095,0.242,0.138,0.127,0.263,0.22399999999999998,0.135,0.303,0.235,0.14800000000000002,0.33468089938678175,0.2776288893935953,0.14862593686123096,0.0,32245,0.019887511264,0.014076629067000001,0.0037910568348,-0.004878655107,13844.0,0.107,32749.0,0.258
1564,MO,1.0,1.0,0.324,0.12,0.161,0.342,0.16699999999999998,0.22899999999999998,0.265,0.266,0.292,0.24,0.28600000000000003,0.354,0.22252369730602128,0.28962025834595434,0.41357281110571825,0.0,1002188,0.011751534702,0.009527408018899999,0.002609455633,-0.0033411813330000003,530152.0,0.057999999999999996,60093.0,0.096
2906,VA,4.0,5.0,0.231,0.08800000000000001,0.079,0.24100000000000002,0.129,0.105,0.263,0.187,0.124,0.307,0.239,0.139,0.2861194641880809,0.3292441224712958,0.17215691634773098,0.0,42280,0.012642879846,0.015915431612,0.0010594592049,-0.007369127359,19520.0,0.087,33646.0,0.23600000000000002
