,State,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",Economic_typology_2015,POP_ESTIMATE_2014,R_birth_2014,R_death_2014,R_INTERNATIONAL_MIG_2014,R_DOMESTIC_MIG_2014,Civilian_labor_force_2014,Unemployment_rate_2014,Median_Household_Income_2014,PCTPOVALL_2014
1407,MS,8.0,7.0,0.244,0.081,0.046,0.345,0.083,0.071,0.39399999999999996,0.17,0.06,0.38,0.214,0.08,0.38724899598393575,0.2660642570281125,0.08674698795180723,0.0,14312,0.0093873690847,0.0086167641599,0.0,0.0032925846789999998,4399.0,0.08900000000000001,39615.0,0.23600000000000002
590,IL,3.0,2.0,0.33799999999999997,0.11900000000000001,0.243,0.337,0.172,0.3,0.263,0.272,0.341,0.242,0.287,0.38,0.22429858473987846,0.2869009146472137,0.425135225490112,4.0,207424,0.011684159832000001,0.0060163258787,0.01040151594,-0.007995953622,103675.0,0.06,47966.0,0.226
2,AL,6.0,6.0,0.19,0.049,0.073,0.261,0.09699999999999999,0.092,0.271,0.16699999999999998,0.11800000000000001,0.324,0.213,0.109,0.33446591633043105,0.2751645784667658,0.1360692291356976,3.0,26815,0.0096675838477,0.011526734588,-7.436603e-05,-0.0039042165539999994,8849.0,0.106,34971.0,0.254
972,KS,3.0,2.0,0.40299999999999997,0.069,0.06,0.473,0.11900000000000001,0.09699999999999999,0.495,0.218,0.126,0.455,0.271,0.17300000000000001,0.4026484585143803,0.3302296710117939,0.223256776329402,1.0,6988,0.014135789248,0.0068537159991,0.00042835724990000003,-0.0117084315,3765.0,0.040999999999999995,59160.0,0.096
2865,VA,1.0,1.0,0.196,0.057999999999999996,0.035,0.32899999999999996,0.129,0.091,0.34700000000000003,0.24600000000000002,0.134,0.34700000000000003,0.29600000000000004,0.163,0.31392961876832837,0.32947214076246323,0.24640762463343108,0.0,19999,0.0082554635468,0.0062295829218,0.0011142343436999999,0.021980804781,11119.0,0.045,72406.0,0.062
1962,NC,6.0,5.0,0.264,0.098,0.098,0.318,0.133,0.141,0.325,0.217,0.179,0.3,0.28800000000000003,0.237,0.2836571896093271,0.31421558600940885,0.2902024953978319,5.0,32991,0.0092072077547,0.011607766872,0.0003646418913,0.0073232246498,13330.0,0.057999999999999996,44490.0,0.162
2881,VA,6.0,6.0,0.204,0.057999999999999996,0.067,0.272,0.08900000000000001,0.12300000000000001,0.326,0.166,0.129,0.32299999999999995,0.19899999999999998,0.187,0.371187969924812,0.2391578947368421,0.23500751879699247,0.0,22426,0.0070427243753999995,0.009717176669900001,0.00031201943440000004,0.0020949876307,9899.0,0.055999999999999994,48497.0,0.13
2598,TX,3.0,2.0,0.285,0.141,0.092,0.313,0.19699999999999998,0.145,0.271,0.31,0.177,0.27699999999999997,0.319,0.195,0.2745597392179084,0.35554480282174367,0.19871900984299593,2.0,123159,0.015514134017,0.010432057673,0.001883453214,-0.006892464563,61138.0,0.048,50020.0,0.182
1359,MN,3.0,2.0,0.284,0.10400000000000001,0.064,0.35200000000000004,0.159,0.11699999999999999,0.33299999999999996,0.268,0.129,0.317,0.327,0.17600000000000002,0.3129807235780077,0.36976545437280417,0.21299021935238818,0.0,31517,0.012346656114000001,0.010257222002,0.00158290463,-0.007819548872,17143.0,0.046,50175.0,0.127
2340,SC,2.0,2.0,0.23600000000000002,0.132,0.165,0.254,0.19,0.23,0.23800000000000002,0.27699999999999997,0.28,0.228,0.298,0.325,0.2229689207285514,0.31116652015675195,0.36165082442635205,4.0,401591,0.012051509190999999,0.0074771406693,0.0026024853735,0.0026925714057,193453.0,0.06,49782.0,0.161
1,AL,3.0,2.0,0.267,0.07400000000000001,0.065,0.337,0.145,0.121,0.318,0.24600000000000002,0.168,0.29600000000000004,0.293,0.231,0.2881508550503876,0.31593717874642635,0.28624490684115356,5.0,199713,0.011072867674999999,0.010353587158,0.0010738554195999998,0.019243286504,86400.0,0.062,49626.0,0.13
398,GA,2.0,2.0,0.289,0.10400000000000001,0.08800000000000001,0.315,0.15,0.141,0.3,0.25,0.18600000000000003,0.26899999999999996,0.28300000000000003,0.25,0.2628292137969557,0.30107526881720426,0.32273704789833824,0.0,282989,0.014029734767999999,0.0085048138102,0.0031937607602,0.008590360973400001,131733.0,0.073,50154.0,0.179
3088,WI,6.0,6.0,0.253,0.078,0.049,0.37,0.1,0.079,0.423,0.17300000000000001,0.092,0.444,0.22899999999999998,0.11,0.46741036974672,0.2702588928646601,0.13793587314951242,3.0,20561,0.010889645114,0.0081186193486,0.00034030140979999997,-0.003305785124,10654.0,0.054000000000000006,48683.0,0.11699999999999999
45,AL,7.0,11.0,0.21600000000000003,0.064,0.064,0.308,0.086,0.08800000000000001,0.344,0.155,0.115,0.374,0.225,0.121,0.4158359033206627,0.267876353725884,0.1595782830093954,0.0,20136,0.012888514351,0.01239280226,0.0013879938532,-0.004808407277,7626.0,0.08,32977.0,0.256
2349,SD,9.0,12.0,0.271,0.131,0.077,0.364,0.145,0.094,0.28300000000000003,0.29,0.10400000000000001,0.27699999999999997,0.309,0.127,0.27065677966101687,0.3564618644067796,0.16472457627118645,1.0,3432,0.018583042973,0.006968641114999999,0.0,-0.018873403020000002,1139.0,0.055,34326.0,0.348
2009,ND,7.0,9.0,0.214,0.142,0.059000000000000004,0.259,0.185,0.08199999999999999,0.268,0.257,0.134,0.299,0.32,0.147,0.3111942625506704,0.3682569379482382,0.15310258808855626,1.0,4386,0.011103557670999999,0.01518241559,0.0002266032178,-0.0074779061860000004,1811.0,0.043,39572.0,0.11599999999999999
121,AR,2.0,2.0,0.284,0.096,0.105,0.33899999999999997,0.135,0.145,0.324,0.22,0.179,0.313,0.268,0.252,0.31745674180241323,0.3068692187478001,0.2727976684922635,0.0,120878,0.012776388235999999,0.0071747535239,0.0011569498142000002,0.0055100775323000005,58483.0,0.055999999999999994,51436.0,0.147
1101,LA,2.0,2.0,0.27699999999999997,0.057999999999999996,0.043,0.39799999999999996,0.105,0.077,0.41200000000000003,0.18100000000000002,0.09300000000000001,0.41700000000000004,0.23399999999999999,0.145,0.35059078072973016,0.27819379855852305,0.2579344451156975,0.0,117364,0.015089784215999998,0.006863696134900001,0.0011554463343,0.014184397163,59882.0,0.054000000000000006,67299.0,0.13699999999999998
2417,TN,3.0,2.0,0.245,0.086,0.054000000000000006,0.298,0.127,0.105,0.287,0.23800000000000002,0.11900000000000001,0.293,0.281,0.159,0.3300236756436816,0.3020864160994377,0.19263095590411364,3.0,103058,0.012000761024,0.0094445013586,0.0012781298326,0.007102889451499999,49341.0,0.06,43065.0,0.175
315,FL,3.0,2.0,0.271,0.09300000000000001,0.06,0.366,0.11599999999999999,0.071,0.36700000000000005,0.215,0.10400000000000001,0.38,0.271,0.132,0.3828381040571579,0.31790905211936343,0.16766075659776125,0.0,139217,0.0074334476388,0.017742503648,0.0006757679672,0.01046721447,48350.0,0.086,36383.0,0.201
1263,MI,1.0,1.0,0.387,0.105,0.079,0.433,0.17600000000000002,0.163,0.324,0.336,0.196,0.28300000000000003,0.349,0.282,0.2642344411456375,0.3543505573739006,0.329526812365458,0.0,185703,0.0092331962851,0.0074503087637,0.000388993641,0.00459228604,94619.0,0.065,74341.0,0.061
2632,TX,1.0,1.0,0.281,0.096,0.06,0.33799999999999997,0.16,0.105,0.33299999999999996,0.271,0.115,0.332,0.306,0.138,0.3246702245493908,0.33901923270566914,0.16577383949249824,0.0,157213,0.013189617584,0.007983020852,0.0007822719229,0.010233655646000001,74361.0,0.05,55926.0,0.133
1749,NV,3.0,2.0,0.41,0.179,0.151,0.402,0.225,0.158,0.309,0.355,0.163,0.27899999999999997,0.361,0.185,0.29665770866490987,0.3680695071359616,0.20359015837399227,4.0,54480,0.010300634807,0.011848494062,0.0002579765426,0.0077761500686,25116.0,0.086,45639.0,0.193
566,ID,7.0,11.0,0.297,0.14800000000000002,0.096,0.384,0.191,0.128,0.344,0.27699999999999997,0.11800000000000001,0.313,0.33299999999999996,0.179,0.32831125827814567,0.36440397350993364,0.22897350993377485,4.0,7725,0.008284253446399999,0.011649731409,0.00025888292019999996,0.004142126723199999,3367.0,0.078,37869.0,0.182
2129,OK,1.0,1.0,0.294,0.149,0.20199999999999999,0.324,0.20800000000000002,0.257,0.265,0.315,0.259,0.267,0.33399999999999996,0.28,0.27024363106432125,0.3323517140040998,0.3101957393286691,4.0,270189,0.010826316275999998,0.0070842972148000005,0.0028463033219,-0.006562413251000001,135688.0,0.037000000000000005,58205.0,0.126
2124,OK,1.0,1.0,0.37799999999999995,0.12300000000000001,0.079,0.40299999999999997,0.19899999999999998,0.152,0.324,0.33299999999999996,0.16699999999999998,0.32,0.344,0.209,0.28737405149894263,0.3739395447194925,0.2536758303271551,0.0,129478,0.013241301592000002,0.0068084706766,0.0006417179258,0.019032414581,65868.0,0.036000000000000004,68421.0,0.077
2314,SC,6.0,6.0,0.122,0.048,0.047,0.239,0.091,0.087,0.3,0.14800000000000002,0.102,0.345,0.19399999999999998,0.114,0.3801358234295415,0.2725382003395585,0.13565365025466894,0.0,34051,0.010554244419,0.011375130096,-5.8634691e-05,-0.0018469927730000002,12950.0,0.083,32268.0,0.27
2103,OH,2.0,2.0,0.379,0.07400000000000001,0.071,0.447,0.113,0.113,0.41100000000000003,0.20600000000000002,0.14300000000000002,0.41200000000000003,0.242,0.179,0.386518291619007,0.2959074077664256,0.21469921094976838,0.0,375638,0.011528982322000001,0.010439231046,0.0004769327099,0.000682093708,188272.0,0.057999999999999996,47745.0,0.149
1618,MT,9.0,12.0,0.313,0.13,0.127,0.409,0.133,0.177,0.418,0.226,0.175,0.35700000000000004,0.297,0.174,0.453580901856764,0.3315649867374005,0.18037135278514588,1.0,489,0.0060301507538000005,0.0040201005025,0.0,-0.03819095477,286.0,0.042,35092.0,0.175
2470,TN,6.0,3.0,0.256,0.069,0.04,0.342,0.08,0.07200000000000001,0.355,0.168,0.077,0.41200000000000003,0.217,0.106,0.4185880675065367,0.2669360589493701,0.13192298550035653,3.0,31301,0.011794682778,0.0098075351357,0.0006730661368000001,0.0042307014311,14496.0,0.062,42839.0,0.155
1462,MS,5.0,8.0,0.205,0.079,0.084,0.251,0.124,0.125,0.254,0.191,0.14300000000000002,0.287,0.214,0.16399999999999998,0.28775290162998673,0.28673812392972664,0.18713135028857747,0.0,49135,0.016286315449,0.013008820910999998,0.0004046289552,-0.015335437400000002,18385.0,0.126,30292.0,0.35100000000000003
2058,OH,1.0,1.0,0.284,0.098,0.127,0.324,0.139,0.187,0.27699999999999997,0.243,0.237,0.278,0.258,0.292,0.27172789767706573,0.2768144647965373,0.34322252841887696,0.0,806332,0.013521980359000001,0.0096968793758,0.0024118006849000004,-0.0028241167649999998,401529.0,0.055,48973.0,0.17600000000000002
2223,OR,7.0,8.0,0.359,0.126,0.106,0.396,0.2,0.155,0.345,0.287,0.17,0.31,0.32899999999999996,0.218,0.32507177594187625,0.35595007910001764,0.22733930977910588,4.0,25688,0.01124407051,0.0090186815546,0.0010150896988,0.0031623948308999996,11595.0,0.073,44841.0,0.177
2527,TX,3.0,2.0,0.193,0.125,0.228,0.213,0.159,0.319,0.209,0.231,0.358,0.201,0.242,0.37,0.21540493307383726,0.2544584342852604,0.38348492671883067,4.0,209201,0.01294357501,0.0047063148297,0.0075407449327,0.007260204069299999,104333.0,0.04,41641.0,0.264
554,ID,6.0,6.0,0.331,0.091,0.057,0.444,0.132,0.106,0.374,0.24600000000000002,0.114,0.373,0.295,0.134,0.3551863493489,0.3438108067654543,0.15806017063313876,4.0,8509,0.008424008424,0.012051012051,0.00023400023399999998,-0.005850005849999999,3137.0,0.09300000000000001,41304.0,0.166
684,IN,2.0,2.0,0.376,0.11599999999999999,0.102,0.41200000000000003,0.17,0.15,0.335,0.287,0.19,0.319,0.31,0.22699999999999998,0.3001117008840821,0.3268203347562929,0.26641526751928785,0.0,365701,0.014013116211,0.008302545071499998,0.0026166593982,-0.001804781849,175720.0,0.057,48651.0,0.152
1418,MS,8.0,7.0,0.142,0.042,0.036000000000000004,0.203,0.078,0.08199999999999999,0.253,0.17300000000000001,0.10300000000000001,0.281,0.209,0.106,0.34686495176848875,0.24678456591639872,0.2039790996784566,0.0,7574,0.014209591474000001,0.00828892836,0.0,-0.01276231827,2404.0,0.16,26408.0,0.385
418,GA,6.0,6.0,0.157,0.046,0.042,0.243,0.094,0.066,0.34299999999999997,0.146,0.08,0.366,0.18100000000000002,0.11599999999999999,0.42680739514348787,0.22578642384105957,0.1436948123620309,4.0,20992,0.010511114794,0.009469472787100001,0.0002367368197,-0.01330460927,7436.0,0.098,32293.0,0.259
762,IN,6.0,4.0,0.40700000000000003,0.077,0.059000000000000004,0.498,0.096,0.08199999999999999,0.457,0.215,0.098,0.484,0.22899999999999998,0.124,0.4007588761405729,0.3047249073990423,0.17336706116180323,0.0,15429,0.0088338652997,0.010058999903,-6.448076900000001e-05,-0.008189057614,8170.0,0.052000000000000005,55008.0,0.095
2724,TX,7.0,11.0,0.204,0.124,0.102,0.331,0.153,0.102,0.22399999999999998,0.192,0.204,0.298,0.215,0.13,0.2814324639937719,0.2958349552355002,0.1782794861813935,2.0,3971,0.013045659809000002,0.0047666833919,0.0,-0.016307074759999998,2021.0,0.036000000000000004,60435.0,0.132
503,GA,8.0,4.0,0.102,0.044000000000000004,0.067,0.259,0.064,0.08,0.35200000000000004,0.139,0.071,0.40299999999999997,0.166,0.079,0.40763390974272457,0.22754112188949807,0.13180092787853226,0.0,6377,0.009208678008399999,0.009520836585,0.0,-0.01139378804,2805.0,0.078,33370.0,0.23800000000000002
95,AZ,1.0,1.0,0.268,0.077,0.077,0.32,0.13699999999999998,0.09300000000000001,0.31,0.263,0.08199999999999999,0.304,0.304,0.11900000000000001,0.29941731205703925,0.3711842059475156,0.17849893090102037,0.0,396521,0.011712779822,0.0068680528111,0.0027753583985000003,0.017437436132000002,153617.0,0.071,49876.0,0.17600000000000002
2352,SD,5.0,8.0,0.302,0.168,0.10800000000000001,0.381,0.193,0.145,0.31,0.262,0.207,0.316,0.306,0.23600000000000002,0.33237857027594,0.31789575601097303,0.2689204453767952,0.0,38602,0.012636998323,0.00993278469,0.0045763615326,0.0005200410832,21087.0,0.028999999999999998,53150.0,0.11800000000000001
310,FL,6.0,4.0,0.257,0.063,0.045,0.337,0.12300000000000001,0.076,0.368,0.201,0.081,0.401,0.256,0.084,0.36227272727272725,0.2944949494949495,0.10383838383838383,0.0,26681,0.010751082574000002,0.010415111244,0.0003733014783,-0.008100642079,10777.0,0.055999999999999994,39980.0,0.226
1422,MS,4.0,3.0,0.22399999999999998,0.10099999999999999,0.185,0.24600000000000002,0.129,0.231,0.213,0.19699999999999998,0.292,0.22699999999999998,0.247,0.311,0.221184827182191,0.2835383714118336,0.36855594610427644,4.0,52220,0.010067760068,0.0071225071225,0.0018480018480000002,0.0046585046585,23298.0,0.064,40797.0,0.259
2874,VA,6.0,4.0,0.142,0.091,0.11800000000000001,0.213,0.10300000000000001,0.151,0.285,0.17800000000000002,0.142,0.284,0.22399999999999998,0.192,0.34584201992124164,0.22106401050111962,0.22430700332020692,4.0,23026,0.008866952039800001,0.0087795929064,0.0006988730671999999,0.010089979907,9773.0,0.079,37543.0,0.255
500,GA,7.0,8.0,0.21600000000000003,0.057,0.057,0.23399999999999999,0.1,0.099,0.306,0.16399999999999998,0.131,0.359,0.212,0.141,0.39321298792638615,0.2714218731684445,0.15678115109600285,0.0,25455,0.011752722714000002,0.011360965289999999,0.00082269059,-0.005993888584,11204.0,0.076,36870.0,0.209
2596,TX,6.0,5.0,0.307,0.12300000000000001,0.098,0.36200000000000004,0.139,0.113,0.354,0.23800000000000002,0.11900000000000001,0.336,0.298,0.11900000000000001,0.31430825881115204,0.3498158863755918,0.14452919516044188,2.0,23419,0.015286954269000001,0.010493587252000001,0.00034546789310000006,0.016884743274,9786.0,0.04,49012.0,0.142
915,KS,9.0,10.0,0.408,0.1,0.078,0.37200000000000005,0.209,0.159,0.37200000000000005,0.304,0.17300000000000001,0.307,0.366,0.19699999999999998,0.27326007326007323,0.4146520146520147,0.21025641025641026,1.0,1914,0.009819121447000001,0.008785529715800001,0.0015503875969,-0.02532299742,1035.0,0.034,52394.0,0.08800000000000001
1728,NE,2.0,2.0,0.409,0.092,0.075,0.43700000000000006,0.14800000000000002,0.138,0.414,0.259,0.154,0.35700000000000004,0.314,0.22699999999999998,0.3268777614138439,0.3371870397643594,0.29808541973490427,0.0,20265,0.0112642656,0.0078059384417999995,9.88093474e-05,-0.000889284126,11061.0,0.032,69191.0,0.07400000000000001
2438,TN,4.0,6.0,0.252,0.063,0.049,0.315,0.085,0.066,0.33,0.165,0.08,0.39299999999999996,0.214,0.10099999999999999,0.3928528957069806,0.2921572125104055,0.15429896539422047,0.0,49501,0.012269814639000001,0.013017727557999998,0.0,0.0024863051080000003,21286.0,0.08800000000000001,37498.0,0.195
747,IN,2.0,2.0,0.369,0.07200000000000001,0.047,0.431,0.113,0.09699999999999999,0.442,0.21,0.11,0.418,0.278,0.14800000000000002,0.3844838397081457,0.3291911303653879,0.21336145471128087,3.0,25520,0.010976733245999999,0.0090950075465,0.0001568104749,-0.0009408628500000001,13159.0,0.048,59975.0,0.107
1846,NY,2.0,2.0,0.34700000000000003,0.109,0.145,0.36700000000000005,0.165,0.19399999999999998,0.304,0.26,0.244,0.29100000000000004,0.281,0.285,0.2666405889293593,0.29933501769866105,0.33488624121479504,0.0,468659,0.011122248763,0.0087975601433,0.0042910766081,-0.007091366661,225116.0,0.055999999999999994,52892.0,0.161
2319,SC,2.0,2.0,0.13699999999999998,0.067,0.07200000000000001,0.221,0.09300000000000001,0.098,0.312,0.192,0.122,0.354,0.235,0.125,0.37426066751161813,0.2582382762991128,0.18636459653569923,4.0,26457,0.009253991732100002,0.0084954678196,7.585239120000001e-05,0.006409527060299999,10525.0,0.067,44129.0,0.175
1712,NE,7.0,11.0,0.364,0.155,0.071,0.44,0.191,0.12300000000000001,0.376,0.297,0.149,0.35,0.37799999999999995,0.152,0.35793010752688176,0.38158602150537635,0.19596774193548383,0.0,10860,0.011245200219,0.010330956299,0.00018284878409999998,-0.014993600289999999,6298.0,0.026000000000000002,43842.0,0.11699999999999999
2756,TX,6.0,6.0,0.188,0.091,0.064,0.29100000000000004,0.126,0.09,0.33,0.231,0.096,0.32799999999999996,0.289,0.145,0.347733734191693,0.312865592627692,0.17904643639096762,0.0,42985,0.009679908344799999,0.01395870841,0.000187051369,0.014286048306,16766.0,0.06,42753.0,0.154
2704,TX,3.0,2.0,0.19399999999999998,0.044000000000000004,0.054000000000000006,0.23199999999999998,0.09699999999999999,0.071,0.321,0.157,0.095,0.359,0.196,0.127,0.36862244897959184,0.23806486880466476,0.17018950437317787,2.0,16448,0.011923591677999999,0.010463560044,0.00012166930279999999,0.00036500790850000004,7146.0,0.054000000000000006,43194.0,0.19
2890,VA,8.0,4.0,0.121,0.062,0.04,0.207,0.11699999999999999,0.07200000000000001,0.287,0.182,0.11,0.32899999999999996,0.24600000000000002,0.128,0.3062715648467627,0.2936878425005074,0.18774101887558353,0.0,6804,0.008820286659299998,0.006174200661499999,0.0,-0.001323042999,3677.0,0.062,48707.0,0.129
1638,MT,9.0,12.0,0.335,0.145,0.054000000000000006,0.341,0.17600000000000002,0.084,0.298,0.27699999999999997,0.109,0.348,0.26,0.16,0.3462603878116344,0.3047091412742382,0.18421052631578946,1.0,1125,0.014203284509999999,0.011540168664,0.0,-0.0097647581,555.0,0.031,43859.0,0.11699999999999999
226,CA,8.0,6.0,0.322,0.15,0.095,0.384,0.225,0.136,0.311,0.303,0.129,0.29600000000000004,0.359,0.155,0.2771513925026501,0.40927050207188975,0.220294882914137,4.0,13128,0.0075289865984,0.012121668423,7.5289866e-05,-0.01995181449,5200.0,0.094,34961.0,0.19899999999999998
1969,NC,5.0,8.0,0.177,0.08800000000000001,0.121,0.25,0.142,0.209,0.23,0.217,0.27399999999999997,0.239,0.245,0.332,0.202846975088968,0.299630172353639,0.3802246877398646,4.0,52388,0.006686982355900001,0.0059418614648,0.0007260152272,0.0008979662020999999,26989.0,0.052000000000000005,41942.0,0.262
1746,NV,2.0,2.0,0.37200000000000005,0.106,0.135,0.405,0.257,0.156,0.35600000000000004,0.312,0.17600000000000002,0.297,0.391,0.18,0.3018237082066869,0.41914893617021276,0.2072948328267477,0.0,3908,0.006160954947999999,0.0051341291233,0.0,0.0033371839301999996,1858.0,0.091,55291.0,0.084
2305,SC,7.0,9.0,0.16,0.055,0.059000000000000004,0.22399999999999998,0.11699999999999999,0.091,0.284,0.195,0.11199999999999999,0.28300000000000003,0.21,0.154,0.2436588775714,0.33283403235470344,0.18274415817855,0.0,15191,0.0098625126547,0.0094053100813,-6.5314653e-05,-0.01678586591,5548.0,0.115,30349.0,0.297
2789,UT,2.0,2.0,0.358,0.175,0.115,0.381,0.242,0.156,0.28600000000000003,0.359,0.18,0.276,0.375,0.19899999999999998,0.2858743060368667,0.37401549996849603,0.2318904500871611,4.0,240500,0.015716936512,0.0069546922256,0.001097889589,-0.001340009727,115180.0,0.044000000000000004,59293.0,0.12300000000000001
1008,KY,3.0,2.0,0.305,0.098,0.087,0.37200000000000005,0.13,0.11,0.36700000000000005,0.215,0.141,0.376,0.261,0.17,0.38282988386624817,0.2971317096961014,0.19942390343524244,0.0,98336,0.013460168888,0.010346932547,0.0007427001730000001,-0.002563841693,45928.0,0.057,43390.0,0.15
912,KS,8.0,7.0,0.39299999999999996,0.105,0.068,0.43700000000000006,0.131,0.11199999999999999,0.42200000000000004,0.251,0.109,0.391,0.307,0.14,0.35386854232355075,0.3453795779772011,0.19063788503516854,2.0,5832,0.014035087719000002,0.013692768507,0.001026957638,-0.004450149765,2984.0,0.037000000000000005,50525.0,0.129
1243,MI,7.0,11.0,0.369,0.08,0.048,0.40399999999999997,0.156,0.096,0.39899999999999997,0.25,0.114,0.385,0.312,0.158,0.39150477444846893,0.3560256832400395,0.17583141257820217,5.0,15678,0.0073571383269,0.012684721252999999,0.0001902708188,-0.006469207839,6727.0,0.08900000000000001,33600.0,0.209
2065,OH,7.0,9.0,0.263,0.043,0.028999999999999998,0.303,0.057,0.067,0.297,0.106,0.066,0.322,0.111,0.083,0.33526272577996713,0.14474548440065682,0.0777504105090312,3.0,43801,0.017574370709,0.0069107551486999996,2.28832952e-05,-0.005514874142,19902.0,0.04,50069.0,0.124
270,CO,3.0,2.0,0.325,0.162,0.105,0.358,0.22399999999999998,0.163,0.319,0.302,0.174,0.303,0.327,0.22,0.3005459499427715,0.34407001124312503,0.2522207704072848,0.0,147890,0.012051453820999999,0.0097778499557,0.0005887010008,-0.0018743698530000001,73543.0,0.062,50106.0,0.154
3012,WV,2.0,2.0,0.309,0.064,0.044000000000000004,0.415,0.10400000000000001,0.106,0.41,0.196,0.133,0.38799999999999996,0.253,0.19699999999999998,0.37641087796379064,0.2898517789056385,0.23912329873999444,0.0,56863,0.010785661415,0.0099397271862,0.000669697931,0.0023086954989,25952.0,0.055999999999999994,59472.0,0.1
780,IA,2.0,2.0,0.406,0.098,0.055999999999999994,0.47600000000000003,0.121,0.086,0.45,0.235,0.096,0.434,0.305,0.139,0.37540453074433655,0.34485891103162447,0.20047692045648102,0.0,25659,0.011055530685,0.0086030714133,0.0002335675497,-0.004593495143999999,13857.0,0.046,61931.0,0.08800000000000001
117,AR,6.0,4.0,0.19699999999999998,0.040999999999999995,0.038,0.289,0.071,0.07400000000000001,0.33399999999999996,0.14400000000000002,0.08,0.382,0.203,0.099,0.45776658270361037,0.20352644836272038,0.12418136020151137,0.0,17187,0.01228869786,0.010788669013,0.0,-0.01794265274,8022.0,0.064,38597.0,0.223
2126,OK,6.0,5.0,0.184,0.08900000000000001,0.10300000000000001,0.239,0.145,0.17800000000000002,0.258,0.23,0.21100000000000002,0.302,0.244,0.221,0.3029731005191128,0.3121081372615115,0.23919638643565025,0.0,48302,0.012615608438,0.009872181232499999,0.00027018601269999996,0.0047178634521,18519.0,0.06,38027.0,0.20600000000000002
1742,NV,4.0,5.0,0.385,0.099,0.08,0.45299999999999996,0.166,0.085,0.38299999999999995,0.275,0.094,0.32899999999999996,0.373,0.113,0.29881978739432485,0.38481069166596926,0.15925894924806785,0.0,51766,0.011268315862,0.010453738812,0.0007951823585999999,0.0058571968851999995,23006.0,0.102,48576.0,0.13699999999999998
255,CO,1.0,1.0,0.44799999999999995,0.106,0.095,0.332,0.282,0.256,0.278,0.35700000000000004,0.295,0.256,0.373,0.312,0.21864568431092032,0.43156890796375774,0.2954220314735336,5.0,5722,0.0065515714918,0.0040725984949000005,0.0003541389996,0.021956617973,3467.0,0.044000000000000004,64752.0,0.079
2585,TX,1.0,1.0,0.207,0.075,0.063,0.261,0.201,0.255,0.22,0.287,0.302,0.19399999999999998,0.28,0.369,0.18141041864521024,0.28084586028120173,0.42282740250530604,0.0,686650,0.013460316892,0.0044584410665999994,0.007234901690599999,0.029574822780999998,347021.0,0.045,88516.0,0.08800000000000001
1861,NY,6.0,7.0,0.365,0.085,0.078,0.39799999999999996,0.127,0.113,0.38799999999999996,0.217,0.136,0.39899999999999997,0.27,0.155,0.3868773149897952,0.3202812003930758,0.1801345528762567,5.0,18301,0.0084255157231,0.0092408882124,0.0005979398255,-0.009621395374,8620.0,0.07,48135.0,0.154
702,IN,3.0,2.0,0.36,0.086,0.086,0.41100000000000003,0.122,0.12300000000000001,0.391,0.195,0.142,0.37,0.23199999999999998,0.155,0.3740018806878854,0.25563011013180753,0.17880879141896308,3.0,201739,0.014753303580999999,0.007826659871000001,0.0007707320712000001,-0.000875153836,102211.0,0.051,50192.0,0.139
2873,VA,1.0,1.0,0.184,0.071,0.059000000000000004,0.32299999999999995,0.111,0.08800000000000001,0.33899999999999997,0.20199999999999999,0.122,0.322,0.275,0.191,0.2916915422885572,0.312089552238806,0.28039800995024877,4.0,28462,0.008247858729,0.0077896443552,0.0004229671143,0.005428077966900001,13714.0,0.045,75539.0,0.071
1778,NJ,1.0,1.0,0.364,0.111,0.098,0.41100000000000003,0.155,0.18899999999999997,0.34600000000000003,0.255,0.249,0.33399999999999996,0.292,0.272,0.30946775744021343,0.2947344672669845,0.33098895493692737,5.0,145004,0.008513564625399999,0.0084516727985,0.0011965753189,-0.006505518688,77521.0,0.064,82048.0,0.062
266,CO,2.0,2.0,0.324,0.166,0.195,0.32299999999999995,0.21600000000000003,0.28800000000000003,0.256,0.307,0.32299999999999995,0.213,0.315,0.395,0.18646441768983193,0.3232556522430167,0.44086998847697395,5.0,324657,0.010762933219000001,0.0063498499084000005,0.0017215703091,0.017973568282000002,177950.0,0.043,57659.0,0.128
1592,MT,7.0,11.0,0.318,0.158,0.087,0.324,0.215,0.153,0.32299999999999995,0.28800000000000003,0.16,0.298,0.363,0.188,0.2930656934306569,0.414963503649635,0.19489051094890508,0.0,12068,0.012424431937,0.010006253909,0.0,0.0099228684595,6636.0,0.032,47493.0,0.11
